,Emissions,Supply,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Clearing Price,Clearing Price Double Auction,Emissions Rolling,Supply Rolling,Clearing Price Rolling,Clearing Price Double Auction Rolling
80,973700,10008418,230288,644150,640623,47.03981133324241,69.62117223874986,,,,
81,971076,9984147,227982,644273,640502,51.20496439732287,60.0129422133097,,,,
82,975250,10032575,225695,650722,646669,59.27365052991936,74.29955708291655,,,,
83,972470,10006744,223439,650722,646551,49.91166943270923,74.29955708291655,,,,
84,969874,9982665,221202,650461,646536,55.91343875384191,67.71176467323302,,,,
85,974042,10031159,218996,656442,652731,64.33217454959657,80.09203414739068,,,,
86,971277,10005395,216802,656186,652473,53.69633825726247,80.09203414739068,,,,
87,968701,9981458,214646,656184,652600,48.942800859104395,80.09203414739068,,,,
88,972890,10029734,212500,662222,658860,56.857827877257535,71.5101828393368,,,,
89,970155,10004171,210366,661970,658733,48.08200190715637,71.5101828393368,,,,
90,967623,9980830,208260,662218,658610,48.1641651827421,71.5101828393368,,,,
91,971834,10029463,206173,668846,664708,56.00590162546129,70.51124977436852,,,,
92,969105,10003981,204117,668846,664465,47.46837970746806,70.51124977436852,,,,
93,966612,9980801,202073,668710,664706,46.22081399102155,70.51124977436852,,,,
94,970805,10029448,200067,675123,671344,53.94157654813335,68.15622726725461,,,,
95,968102,10004030,198071,674990,671344,45.90618241110001,68.15622726725461,,,,
96,965612,9981040,196087,675122,671075,44.70822663280991,68.15622726725461,,,,
97,969828,10029736,194131,681857,677241,52.33193970472291,66.2962807508117,,,,
98,967127,10004355,192187,681857,676977,44.71234912130425,66.2962807508117,,,,
99,964644,9981216,190281,681314,676960,47.18590910019218,53.25554452353367,985643.95,10011318.06,43.27322158425054,57.990455851128814
100,968913,10030277,188385,687056,683185,54.960656913646645,69.35608205129788,985303.64,10011620.83,43.75907107666187,58.55478832087422
101,966195,10004596,186494,686524,682777,46.943108918489514,69.35608205129788,984946.22,10011755.79,44.10485559642393,59.086683372792635
102,963652,9981058,184638,686914,682372,53.7880301219708,69.35608205129788,984483.24,10010830.08,44.49519367383242,59.616597512407125
103,967886,10030245,182792,693505,688386,62.06566413109658,70.61349558517429,984065.1,10010418.26,44.9459023970147,60.135580090729746
104,965215,10005087,180951,693370,687990,52.00977441411191,70.61349558517429,983624.97,10009795.43,45.28592404080383,60.643493750450105
105,962722,9981770,179145,693091,688102,56.45944175309533,65.95691484922523,983180.05,10009115.81,45.66271515586197,61.09586654954217
106,967004,10030863,177349,699210,694433,64.90850026427857,80.81483484096756,982803.09,10009147.32,46.118042919745385,61.696818548551654
